enzyme	genome_name	db_name	gene_caller_id	contig	modules_with_enzyme	enzyme_definition	warnings
K09118	Cke_CTNIH27	Cke_CTNIH27	1945	c_000000000013	None	uncharacterized protein	None
K02887	Cke_CTNIH27	Cke_CTNIH27	1969	c_000000000014	None	large subunit ribosomal protein L20	None
K18955	Cke_CTNIH27	Cke_CTNIH27	1510	c_000000000008	None	WhiB family transcriptional regulator, redox-sensing transcriptional regulator	None
K18955	Cke_CTNIH27	Cke_CTNIH27	1926	c_000000000013	None	WhiB family transcriptional regulator, redox-sensing transcriptional regulator	None
K18955	Cke_CTNIH27	Cke_CTNIH27	718	c_000000000002	None	WhiB family transcriptional regulator, redox-sensing transcriptional regulator	None
K18955	Cke_CTNIH27	Cke_CTNIH27	1894	c_000000000013	None	WhiB family transcriptional regulator, redox-sensing transcriptional regulator	None
K07493	Cke_CTNIH27	Cke_CTNIH27	154	c_000000000001	None	putative transposase	None
K07493	Cke_CTNIH27	Cke_CTNIH27	2004	c_000000000014	None	putative transposase	None
K03437	Cke_CTNIH27	Cke_CTNIH27	2225	c_000000000020	None	RNA methyltransferase, TrmH family	None
K03437	Cke_CTNIH27	Cke_CTNIH27	1967	c_000000000014	None	RNA methyltransferase, TrmH family	None
K01750	Cke_CTNIH27	Cke_CTNIH27	1955	c_000000000014	None	ornithine cyclodeaminase [EC:4.3.1.12]	None
K07090	Cke_CTNIH27	Cke_CTNIH27	1864	c_000000000012	None	uncharacterized protein	None
K07090	Cke_CTNIH27	Cke_CTNIH27	1889	c_000000000013	None	uncharacterized protein	None
K07090	Cke_CTNIH27	Cke_CTNIH27	1902	c_000000000013	None	uncharacterized protein	None
K07090	Cke_CTNIH27	Cke_CTNIH27	606	c_000000000002	None	uncharacterized protein	None
K22210	Cke_CTNIH27	Cke_CTNIH27	2056	c_000000000015	None	D-glutamate cyclase [EC:4.2.1.48]	None
K03976	Cke_CTNIH27	Cke_CTNIH27	1923	c_000000000013	None	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]	None
K02314	Cke_CTNIH27	Cke_CTNIH27	2001	c_000000000014	None	replicative DNA helicase [EC:5.6.2.3]	None
K02314	Cke_CTNIH27	Cke_CTNIH27	434	c_000000000002	None	replicative DNA helicase [EC:5.6.2.3]	None
K03426	Cke_CTNIH27	Cke_CTNIH27	1936	c_000000000013	None	NAD+ diphosphatase [EC:3.6.1.22]	None
K07654	Cke_CTNIH27	Cke_CTNIH27	1910	c_000000000013	None	two-component system, OmpR family, sensor histidine kinase MtrB [EC:2.7.13.3]	None
K00852	Cke_CTNIH27	Cke_CTNIH27	2042	c_000000000015	None	ribokinase [EC:2.7.1.15]	None
K01421	Cke_CTNIH27	Cke_CTNIH27	189	c_000000000001	None	putative membrane protein	None
K01421	Cke_CTNIH27	Cke_CTNIH27	1846	c_000000000012	None	putative membrane protein	None
K01421	Cke_CTNIH27	Cke_CTNIH27	1847	c_000000000012	None	putative membrane protein	None
K00528	Cke_CTNIH27	Cke_CTNIH27	1898	c_000000000013	None	ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	None
K00528	Cke_CTNIH27	Cke_CTNIH27	1251	c_000000000005	None	ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	None
K00138	Cke_CTNIH27	Cke_CTNIH27	2080	c_000000000016	None	aldehyde dehydrogenase [EC:1.2.1.-]	None
K02939	Cke_CTNIH27	Cke_CTNIH27	435	c_000000000002	None	large subunit ribosomal protein L9	None
K11414	Cke_CTNIH27	Cke_CTNIH27	587	c_000000000002	None	NAD-dependent protein deacetylase/lipoamidase sirtuin 4 [EC:2.3.1.286 2.3.1.313]	None
K02469	Cke_CTNIH27	Cke_CTNIH27	514	c_000000000002	None	DNA gyrase subunit A [EC:5.6.2.2]	None
K09138	Cke_CTNIH27	Cke_CTNIH27	459	c_000000000002	None	uncharacterized protein	None
K07667	Cke_CTNIH27	Cke_CTNIH27	595	c_000000000002	None	two-component system, OmpR family, KDP operon response regulator KdpE	None
K07101	Cke_CTNIH27	Cke_CTNIH27	597	c_000000000002	None	uncharacterized protein	None
K03629	Cke_CTNIH27	Cke_CTNIH27	506	c_000000000002	None	DNA replication and repair protein RecF	None
K21885	Cke_CTNIH27	Cke_CTNIH27	560	c_000000000002	None	ArsR family transcriptional regulator, cadmium/lead-responsive transcriptional repressor	None
K21885	Cke_CTNIH27	Cke_CTNIH27	622	c_000000000002	None	ArsR family transcriptional regulator, cadmium/lead-responsive transcriptional repressor	None
K22552	Cke_CTNIH27	Cke_CTNIH27	561	c_000000000002	None	multicopper oxidase [EC:1.16.3.1]	None
K19710	Cke_CTNIH27	Cke_CTNIH27	327	c_000000000001	None	ATP adenylyltransferase [EC:2.7.7.53]	None
K03210	Cke_CTNIH27	Cke_CTNIH27	338	c_000000000001	None	preprotein translocase subunit YajC	None
K07089	Cke_CTNIH27	Cke_CTNIH27	553	c_000000000002	None	uncharacterized protein	None
K08369	Cke_CTNIH27	Cke_CTNIH27	432	c_000000000002	None	MFS transporter, putative metabolite:H+ symporter	None
K03980	Cke_CTNIH27	Cke_CTNIH27	488	c_000000000002	None	putative peptidoglycan lipid II flippase	None
K12132	Cke_CTNIH27	Cke_CTNIH27	536	c_000000000002	None	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	None
K12132	Cke_CTNIH27	Cke_CTNIH27	78	c_000000000001	None	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	None
K12132	Cke_CTNIH27	Cke_CTNIH27	535	c_000000000002	None	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	None
K01990	Cke_CTNIH27	Cke_CTNIH27	1600	c_000000000009	None	ABC-2 type transport system ATP-binding protein	None
K01990	Cke_CTNIH27	Cke_CTNIH27	225	c_000000000001	None	ABC-2 type transport system ATP-binding protein	None
K01990	Cke_CTNIH27	Cke_CTNIH27	1679	c_000000000010	None	ABC-2 type transport system ATP-binding protein	None
K01990	Cke_CTNIH27	Cke_CTNIH27	207	c_000000000001	None	ABC-2 type transport system ATP-binding protein	None
K01990	Cke_CTNIH27	Cke_CTNIH27	1244	c_000000000005	None	ABC-2 type transport system ATP-binding protein	None
K01990	Cke_CTNIH27	Cke_CTNIH27	1054	c_000000000004	None	ABC-2 type transport system ATP-binding protein	None
K01990	Cke_CTNIH27	Cke_CTNIH27	415	c_000000000001	None	ABC-2 type transport system ATP-binding protein	None
K07305	Cke_CTNIH27	Cke_CTNIH27	318	c_000000000001	None	peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]	None
K06958	Cke_CTNIH27	Cke_CTNIH27	398	c_000000000001	None	RNase adapter protein RapZ	None
K14347	Cke_CTNIH27	Cke_CTNIH27	480	c_000000000002	None	solute carrier family 10 (sodium/bile acid cotransporter), member 7	None
K02914	Cke_CTNIH27	Cke_CTNIH27	503	c_000000000002	None	large subunit ribosomal protein L34	None
K01548	Cke_CTNIH27	Cke_CTNIH27	593	c_000000000002	None	potassium-transporting ATPase KdpC subunit	None
K24131	Cke_CTNIH27	Cke_CTNIH27	578	c_000000000002	None	protease PrsW [EC:3.4.-.-]	None
K24131	Cke_CTNIH27	Cke_CTNIH27	645	c_000000000002	None	protease PrsW [EC:3.4.-.-]	None
K07071	Cke_CTNIH27	Cke_CTNIH27	375	c_000000000001	None	uncharacterized protein	None
K03217	Cke_CTNIH27	Cke_CTNIH27	1380	c_000000000007	None	YidC/Oxa1 family membrane protein insertase	None
K03217	Cke_CTNIH27	Cke_CTNIH27	501	c_000000000002	None	YidC/Oxa1 family membrane protein insertase	None
K00520	Cke_CTNIH27	Cke_CTNIH27	546	c_000000000002	None	mercuric reductase [EC:1.16.1.1]	None
K01159	Cke_CTNIH27	Cke_CTNIH27	335	c_000000000001	None	crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]	None
K13950	Cke_CTNIH27	Cke_CTNIH27	446	c_000000000002	None	para-aminobenzoate synthetase [EC:2.6.1.85]	None
K05364	Cke_CTNIH27	Cke_CTNIH27	537	c_000000000002	None	penicillin-binding protein A	None
K03072	Cke_CTNIH27	Cke_CTNIH27	339	c_000000000001	None	preprotein translocase subunit SecD	None
K09013	Cke_CTNIH27	Cke_CTNIH27	420	c_000000000001	None	Fe-S cluster assembly ATP-binding protein	None
K03892	Cke_CTNIH27	Cke_CTNIH27	552	c_000000000002	None	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	None
K03892	Cke_CTNIH27	Cke_CTNIH27	857	c_000000000003	None	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	None
K03892	Cke_CTNIH27	Cke_CTNIH27	557	c_000000000002	None	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	None
K23997	Cke_CTNIH27	Cke_CTNIH27	453	c_000000000002	None	ADP-dependent NAD(P)H-hydrate dehydratase / NAD(P)H-hydrate epimerase [EC:4.2.1.136 5.1.99.6]	None
K00974	Cke_CTNIH27	Cke_CTNIH27	485	c_000000000002	None	tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	None
K03500	Cke_CTNIH27	Cke_CTNIH27	390	c_000000000001	None	16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]	None
K01868	Cke_CTNIH27	Cke_CTNIH27	326	c_000000000001	None	threonyl-tRNA synthetase [EC:6.1.1.3]	None
K03703	Cke_CTNIH27	Cke_CTNIH27	397	c_000000000001	None	excinuclease ABC subunit C	None
K01869	Cke_CTNIH27	Cke_CTNIH27	464	c_000000000002	None	leucyl-tRNA synthetase [EC:6.1.1.4]	None
K03501	Cke_CTNIH27	Cke_CTNIH27	500	c_000000000002	None	16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]	None
K09762	Cke_CTNIH27	Cke_CTNIH27	400	c_000000000001	None	cell division protein WhiA	None
K11065	Cke_CTNIH27	Cke_CTNIH27	348	c_000000000001	None	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	None
K11717	Cke_CTNIH27	Cke_CTNIH27	421	c_000000000001	None	cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]	None
K01262	Cke_CTNIH27	Cke_CTNIH27	368	c_000000000001	None	Xaa-Pro aminopeptidase [EC:3.4.11.9]	None
K01262	Cke_CTNIH27	Cke_CTNIH27	1711	c_000000000010	None	Xaa-Pro aminopeptidase [EC:3.4.11.9]	None
K03303	Cke_CTNIH27	Cke_CTNIH27	401	c_000000000001	None	lactate permease	None
K08256	Cke_CTNIH27	Cke_CTNIH27	330	c_000000000001	None	phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345]	None
K09014	Cke_CTNIH27	Cke_CTNIH27	418	c_000000000001	None	Fe-S cluster assembly protein SufB	None
K01448	Cke_CTNIH27	Cke_CTNIH27	496	c_000000000002	None	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	None
K03075	Cke_CTNIH27	Cke_CTNIH27	405	c_000000000001	None	preprotein translocase subunit SecG	None
K01892	Cke_CTNIH27	Cke_CTNIH27	350	c_000000000001	None	histidyl-tRNA synthetase [EC:6.1.1.21]	None
K01139	Cke_CTNIH27	Cke_CTNIH27	343	c_000000000001	None	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]	None
K02356	Cke_CTNIH27	Cke_CTNIH27	370	c_000000000001	None	elongation factor P	None
K03060	Cke_CTNIH27	Cke_CTNIH27	384	c_000000000001	None	DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	None
K16647	Cke_CTNIH27	Cke_CTNIH27	319	c_000000000001	None	arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.47]	None
K09015	Cke_CTNIH27	Cke_CTNIH27	419	c_000000000001	None	Fe-S cluster assembly protein SufD	None
K00384	Cke_CTNIH27	Cke_CTNIH27	494	c_000000000002	None	thioredoxin reductase (NADPH) [EC:1.8.1.9]	None
K01462	Cke_CTNIH27	Cke_CTNIH27	388	c_000000000001	None	peptide deformylase [EC:3.5.1.88]	None
K01462	Cke_CTNIH27	Cke_CTNIH27	1239	c_000000000005	None	peptide deformylase [EC:3.5.1.88]	None
K22522	Cke_CTNIH27	Cke_CTNIH27	603	c_000000000002	None	cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-]	None
K22278	Cke_CTNIH27	Cke_CTNIH27	520	c_000000000002	None	peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]	None
K00344	Cke_CTNIH27	Cke_CTNIH27	412	c_000000000001	None	NADPH:quinone reductase [EC:1.6.5.5]	None
K00344	Cke_CTNIH27	Cke_CTNIH27	663	c_000000000002	None	NADPH:quinone reductase [EC:1.6.5.5]	None
K03671	Cke_CTNIH27	Cke_CTNIH27	429	c_000000000002	None	thioredoxin	None
K03671	Cke_CTNIH27	Cke_CTNIH27	495	c_000000000002	None	thioredoxin	None
K04488	Cke_CTNIH27	Cke_CTNIH27	422	c_000000000001	None	nitrogen fixation protein NifU and related proteins	None
K01533	Cke_CTNIH27	Cke_CTNIH27	566	c_000000000002	None	P-type Cu2+ transporter [EC:7.2.2.9]	None
K01241	Cke_CTNIH27	Cke_CTNIH27	596	c_000000000002	None	AMP nucleosidase [EC:3.2.2.4]	None
K02990	Cke_CTNIH27	Cke_CTNIH27	437	c_000000000002	None	small subunit ribosomal protein S6	None
K07156	Cke_CTNIH27	Cke_CTNIH27	323	c_000000000001	None	copper resistance protein C	None
K09796	Cke_CTNIH27	Cke_CTNIH27	324	c_000000000001	None	periplasmic copper chaperone A	None
K00759	Cke_CTNIH27	Cke_CTNIH27	342	c_000000000001	None	adenine phosphoribosyltransferase [EC:2.4.2.7]	None
K03536	Cke_CTNIH27	Cke_CTNIH27	502	c_000000000002	None	ribonuclease P protein component [EC:3.1.26.5]	None
K01876	Cke_CTNIH27	Cke_CTNIH27	357	c_000000000001	None	aspartyl-tRNA synthetase [EC:6.1.1.12]	None
K08884	Cke_CTNIH27	Cke_CTNIH27	535	c_000000000002	None	serine/threonine protein kinase, bacterial [EC:2.7.11.1]	None
K04066	Cke_CTNIH27	Cke_CTNIH27	387	c_000000000001	None	primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:5.6.2.4]	None
K03325	Cke_CTNIH27	Cke_CTNIH27	856	c_000000000003	None	arsenite transporter	None
K03325	Cke_CTNIH27	Cke_CTNIH27	556	c_000000000002	None	arsenite transporter	None
K00604	Cke_CTNIH27	Cke_CTNIH27	389	c_000000000001	None	methionyl-tRNA formyltransferase [EC:2.1.2.9]	None
K09813	Cke_CTNIH27	Cke_CTNIH27	455	c_000000000002	None	hemin transport system permease protein	None
K03496	Cke_CTNIH27	Cke_CTNIH27	499	c_000000000002	None	chromosome partitioning protein	None
K03496	Cke_CTNIH27	Cke_CTNIH27	1661	c_000000000010	None	chromosome partitioning protein	None
K01256	Cke_CTNIH27	Cke_CTNIH27	889	c_000000000003	None	aminopeptidase N [EC:3.4.11.2]	None
K01256	Cke_CTNIH27	Cke_CTNIH27	492	c_000000000002	None	aminopeptidase N [EC:3.4.11.2]	None
K03086	Cke_CTNIH27	Cke_CTNIH27	305	c_000000000001	None	RNA polymerase primary sigma factor	None
K27681	Cke_CTNIH27	Cke_CTNIH27	328	c_000000000001	None	phosphatidylinositol phosphate synthase [EC:2.7.8.-]	None
K07222	Cke_CTNIH27	Cke_CTNIH27	458	c_000000000002	None	putative flavoprotein involved in K+ transport	None
K07222	Cke_CTNIH27	Cke_CTNIH27	558	c_000000000002	None	putative flavoprotein involved in K+ transport	None
K02825	Cke_CTNIH27	Cke_CTNIH27	376	c_000000000001	None	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	None
K02825	Cke_CTNIH27	Cke_CTNIH27	1274	c_000000000006	None	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	None
K03497	Cke_CTNIH27	Cke_CTNIH27	498	c_000000000002	None	ParB family transcriptional regulator, chromosome partitioning protein	None
K20074	Cke_CTNIH27	Cke_CTNIH27	539	c_000000000002	None	PPM family protein phosphatase [EC:3.1.3.16]	None
K03652	Cke_CTNIH27	Cke_CTNIH27	519	c_000000000002	None	DNA-3-methyladenine glycosylase [EC:3.2.2.21]	None
K01858	Cke_CTNIH27	Cke_CTNIH27	442	c_000000000002	None	myo-inositol-1-phosphate synthase [EC:5.5.1.4]	None
K26606	Cke_CTNIH27	Cke_CTNIH27	482	c_000000000002	None	branched chain amino acid efflux pump	None
K02217	Cke_CTNIH27	Cke_CTNIH27	599	c_000000000002	None	ferritin [EC:1.16.3.2]	None
K03684	Cke_CTNIH27	Cke_CTNIH27	315	c_000000000001	None	ribonuclease D [EC:3.1.13.5]	None
K14339	Cke_CTNIH27	Cke_CTNIH27	416	c_000000000001	None	alpha-1,6-mannosyltransferase [EC:2.4.1.-]	None
K18701	Cke_CTNIH27	Cke_CTNIH27	1641	c_000000000009	None	arsenate-mycothiol transferase [EC:2.8.4.2]	None
K18701	Cke_CTNIH27	Cke_CTNIH27	555	c_000000000002	None	arsenate-mycothiol transferase [EC:2.8.4.2]	None
K03321	Cke_CTNIH27	Cke_CTNIH27	598	c_000000000002	None	sulfate permease, SulP family	None
K27888	Cke_CTNIH27	Cke_CTNIH27	576	c_000000000002	None	phospholipid scramblase	None
K01872	Cke_CTNIH27	Cke_CTNIH27	360	c_000000000001	None	alanyl-tRNA synthetase [EC:6.1.1.7]	None
K07146	Cke_CTNIH27	Cke_CTNIH27	450	c_000000000002	None	UPF0176 protein	None
K26605	Cke_CTNIH27	Cke_CTNIH27	483	c_000000000002	None	branched chain amino acid efflux pump	None
K22311	Cke_CTNIH27	Cke_CTNIH27	329	c_000000000001	None	phosphatidylinositol dimannoside acyltransferase [EC:2.3.1.265]	None
K07486	Cke_CTNIH27	Cke_CTNIH27	516	c_000000000002	None	transposase	None
K07486	Cke_CTNIH27	Cke_CTNIH27	1269	c_000000000006	None	transposase	None
K15733	Cke_CTNIH27	Cke_CTNIH27	325	c_000000000001	None	dye decolorizing peroxidase [EC:1.11.1.19]	None
K07082	Cke_CTNIH27	Cke_CTNIH27	362	c_000000000001	None	peptidoglycan lytic transglycosylase G [EC:4.2.2.29]	None
K02313	Cke_CTNIH27	Cke_CTNIH27	504	c_000000000002	None	chromosomal replication initiator protein	None
K07054	Cke_CTNIH27	Cke_CTNIH27	356	c_000000000001	None	uncharacterized protein	None
K07646	Cke_CTNIH27	Cke_CTNIH27	594	c_000000000002	None	two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]	None
K07120	Cke_CTNIH27	Cke_CTNIH27	605	c_000000000002	None	uncharacterized protein	None
K01551	Cke_CTNIH27	Cke_CTNIH27	1195	c_000000000005	None	arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-]	None
K01551	Cke_CTNIH27	Cke_CTNIH27	551	c_000000000002	None	arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-]	None
K07478	Cke_CTNIH27	Cke_CTNIH27	359	c_000000000001	None	putative ATPase	None
K01547	Cke_CTNIH27	Cke_CTNIH27	592	c_000000000002	None	potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6]	None
K18189	Cke_CTNIH27	Cke_CTNIH27	334	c_000000000001	None	translational activator of cytochrome c oxidase 1	None
K02338	Cke_CTNIH27	Cke_CTNIH27	505	c_000000000002	None	DNA polymerase III subunit beta [EC:2.7.7.7]	None
K03741	Cke_CTNIH27	Cke_CTNIH27	555	c_000000000002	None	arsenate reductase (thioredoxin) [EC:1.20.4.4]	None
K03741	Cke_CTNIH27	Cke_CTNIH27	549	c_000000000002	None	arsenate reductase (thioredoxin) [EC:1.20.4.4]	None
K01546	Cke_CTNIH27	Cke_CTNIH27	591	c_000000000002	None	potassium-transporting ATPase potassium-binding subunit	None
K07447	Cke_CTNIH27	Cke_CTNIH27	361	c_000000000001	None	putative pre-16S rRNA nuclease [EC:3.1.-.-]	None
K05522	Cke_CTNIH27	Cke_CTNIH27	976	c_000000000004	None	endonuclease VIII [EC:3.2.2.- 4.2.99.18]	None
K05522	Cke_CTNIH27	Cke_CTNIH27	452	c_000000000002	None	endonuclease VIII [EC:3.2.2.- 4.2.99.18]	None
K03625	Cke_CTNIH27	Cke_CTNIH27	371	c_000000000001	None	transcription antitermination protein NusB	None
K07735	Cke_CTNIH27	Cke_CTNIH27	484	c_000000000002	None	putative transcriptional regulator	None
K07052	Cke_CTNIH27	Cke_CTNIH27	532	c_000000000002	None	CAAX protease family protein	None
K07052	Cke_CTNIH27	Cke_CTNIH27	774	c_000000000003	None	CAAX protease family protein	None
K07052	Cke_CTNIH27	Cke_CTNIH27	1399	c_000000000007	None	CAAX protease family protein	None
K17686	Cke_CTNIH27	Cke_CTNIH27	431	c_000000000002	None	P-type Cu+ transporter [EC:7.2.2.8]	None
K03550	Cke_CTNIH27	Cke_CTNIH27	336	c_000000000001	None	holliday junction DNA helicase RuvA	None
K03975	Cke_CTNIH27	Cke_CTNIH27	741	c_000000000002	None	membrane-associated protein	None
K03975	Cke_CTNIH27	Cke_CTNIH27	527	c_000000000002	None	membrane-associated protein	None
K02470	Cke_CTNIH27	Cke_CTNIH27	508	c_000000000002	None	DNA gyrase subunit B [EC:5.6.2.2]	None
K00299	Cke_CTNIH27	Cke_CTNIH27	353	c_000000000001	None	FMN reductase [EC:1.5.1.38]	None
K03579	Cke_CTNIH27	Cke_CTNIH27	607	c_000000000002	None	ATP-dependent RNA helicase HrpB [EC:5.6.2.6]	None
K03551	Cke_CTNIH27	Cke_CTNIH27	337	c_000000000001	None	holliday junction DNA helicase RuvB [EC:5.6.2.4]	None
K06975	Cke_CTNIH27	Cke_CTNIH27	1748	c_000000000011	None	uncharacterized protein	None
K07316	Cke_CTNIH27	Cke_CTNIH27	1673	c_000000000010	None	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	None
K13571	Cke_CTNIH27	Cke_CTNIH27	1717	c_000000000010	None	proteasome accessory factor A [EC:6.3.1.19]	None
K13570	Cke_CTNIH27	Cke_CTNIH27	1718	c_000000000010	None	prokaryotic ubiquitin-like protein Pup	None
K07465	Cke_CTNIH27	Cke_CTNIH27	1723	c_000000000010	None	putative RecB family exonuclease	None
K13572	Cke_CTNIH27	Cke_CTNIH27	1716	c_000000000010	None	proteasome accessory factor B	None
K13573	Cke_CTNIH27	Cke_CTNIH27	1715	c_000000000010	None	proteasome accessory factor C	None
K16147	Cke_CTNIH27	Cke_CTNIH27	1643	c_000000000009	None	starch synthase (maltosyl-transferring) [EC:2.4.99.16]	None
K23842	Cke_CTNIH27	Cke_CTNIH27	1563	c_000000000008	None	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	None
K08999	Cke_CTNIH27	Cke_CTNIH27	1686	c_000000000010	None	uncharacterized protein	None
K03628	Cke_CTNIH27	Cke_CTNIH27	1623	c_000000000009	None	transcription termination factor Rho	None
K00721	Cke_CTNIH27	Cke_CTNIH27	1706	c_000000000010	None	dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	None
K07258	Cke_CTNIH27	Cke_CTNIH27	1552	c_000000000008	None	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	None
K06153	Cke_CTNIH27	Cke_CTNIH27	1733	c_000000000010	None	undecaprenyl-diphosphatase [EC:3.6.1.27]	None
K07503	Cke_CTNIH27	Cke_CTNIH27	1638	c_000000000009	None	endonuclease [EC:3.1.-.-]	None
K02484	Cke_CTNIH27	Cke_CTNIH27	1784	c_000000000011	None	two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	None
K07729	Cke_CTNIH27	Cke_CTNIH27	776	c_000000000003	None	putative transcriptional regulator	None
K07729	Cke_CTNIH27	Cke_CTNIH27	1529	c_000000000008	None	putative transcriptional regulator	None
K07729	Cke_CTNIH27	Cke_CTNIH27	1137	c_000000000004	None	putative transcriptional regulator	None
K19265	Cke_CTNIH27	Cke_CTNIH27	1818	c_000000000012	None	L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	None
K07113	Cke_CTNIH27	Cke_CTNIH27	1708	c_000000000010	None	UPF0716 protein FxsA	None
K21473	Cke_CTNIH27	Cke_CTNIH27	1743	c_000000000010	None	peptidoglycan DL-endopeptidase RipA [EC:3.4.-.-]	None
K21471	Cke_CTNIH27	Cke_CTNIH27	70	c_000000000001	None	peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]	None
K21471	Cke_CTNIH27	Cke_CTNIH27	69	c_000000000001	None	peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]	None
K21471	Cke_CTNIH27	Cke_CTNIH27	1558	c_000000000008	None	peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]	None
K03820	Cke_CTNIH27	Cke_CTNIH27	1707	c_000000000010	None	apolipoprotein N-acyltransferase [EC:2.3.1.269]	None
K01992	Cke_CTNIH27	Cke_CTNIH27	984	c_000000000004	None	ABC-2 type transport system permease protein	None
K01992	Cke_CTNIH27	Cke_CTNIH27	1817	c_000000000012	None	ABC-2 type transport system permease protein	None
K01992	Cke_CTNIH27	Cke_CTNIH27	1448	c_000000000007	None	ABC-2 type transport system permease protein	None
K01992	Cke_CTNIH27	Cke_CTNIH27	1599	c_000000000009	None	ABC-2 type transport system permease protein	None
K13979	Cke_CTNIH27	Cke_CTNIH27	1816	c_000000000012	None	alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	None
K05896	Cke_CTNIH27	Cke_CTNIH27	1662	c_000000000010	None	segregation and condensation protein A	None
K20814	Cke_CTNIH27	Cke_CTNIH27	1719	c_000000000010	None	Pup amidohydrolase [EC:3.5.1.119]	None
K06178	Cke_CTNIH27	Cke_CTNIH27	1665	c_000000000010	None	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	None
K02493	Cke_CTNIH27	Cke_CTNIH27	1625	c_000000000009	None	release factor glutamine methyltransferase [EC:2.1.1.297]	None
K03216	Cke_CTNIH27	Cke_CTNIH27	1534	c_000000000008	None	tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]	None
K02040	Cke_CTNIH27	Cke_CTNIH27	1757	c_000000000011	None	phosphate transport system substrate-binding protein	None
K07110	Cke_CTNIH27	Cke_CTNIH27	760	c_000000000002	None	XRE family transcriptional regulator, fatty acid utilization regulator	None
K07110	Cke_CTNIH27	Cke_CTNIH27	1564	c_000000000008	None	XRE family transcriptional regulator, fatty acid utilization regulator	None
K00858	Cke_CTNIH27	Cke_CTNIH27	1654	c_000000000010	None	NAD+ kinase [EC:2.7.1.23]	None
K07448	Cke_CTNIH27	Cke_CTNIH27	1771	c_000000000011	None	restriction system protein	None
K06024	Cke_CTNIH27	Cke_CTNIH27	1664	c_000000000010	None	segregation and condensation protein B	None
K03885	Cke_CTNIH27	Cke_CTNIH27	1699	c_000000000010	None	NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]	None
K00156	Cke_CTNIH27	Cke_CTNIH27	1786	c_000000000011	None	pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	None
K07566	Cke_CTNIH27	Cke_CTNIH27	1626	c_000000000009	None	L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]	None
K09167	Cke_CTNIH27	Cke_CTNIH27	1532	c_000000000008	None	uncharacterized protein	None
K21600	Cke_CTNIH27	Cke_CTNIH27	1750	c_000000000011	None	CsoR family transcriptional regulator, copper-sensing transcriptional repressor	None
K18929	Cke_CTNIH27	Cke_CTNIH27	1605	c_000000000009	None	L-lactate dehydrogenase complex protein LldF	None
