Genome1,Genome2,DDH,CI,Distance,Prob_DDH_70,styled_Genome1,styled_Genome2
P5_C4,P7_C1,83.5,[80.7 - 86%],0.0193,92.95,P5_C4,P7_C1
P5_C4,P7_F1,83.5,[80.7 - 86%],0.0193,92.93,P5_C4,P7_F1
P5_C4,SB,66.8,[63.8 - 69.6%],0.0407,71.68,P5_C4,SB
P5_C4,YSMAA1_1_C6,75.8,[72.8 - 78.6%],0.0285,86.66,P5_C4,YSMAA1_1_C6
P5_C4,YSMAA1_2_B7,78.4,[75.4 - 81.1%],0.0253,89.24,P5_C4,YSMAA1_2_B7
P5_C4,YSMAA1_2_G9,77.6,[74.6 - 80.3%],0.0262,88.54,P5_C4,YSMAA1_2_G9
P5_C4,YSMAA3_1_H1,78.7,[75.8 - 81.4%],0.0249,89.53,P5_C4,YSMAA3_1_H1
P5_C4,YSMAA5_1_D11,78.1,[75.1 - 80.8%],0.0256,88.97,P5_C4,YSMAA5_1_D11
P7_C1,CT01,79.1,[76.2 - 81.8%],0.0244,89.9,P7_C1,CT01
P7_C1,CTNIH2,84.4,[81.6 - 86.8%],0.0183,93.4,P7_C1,CTNIH2
P7_C1,CTNIH6,80.7,[77.8 - 83.3%],0.0225,91.12,P7_C1,CTNIH6
P7_C1,CTNIH14,81.1,[78.2 - 83.7%],0.0221,91.4,P7_C1,CTNIH14
P7_C1,CTNIH24,84.4,[81.6 - 86.8%],0.0183,93.4,P7_C1,CTNIH24
P7_C1,CTNIH27,80.6,[77.7 - 83.2%],0.0227,91.02,P7_C1,CTNIH27
P7_C1,EYE_346,81.5,[78.7 - 84.1%],0.0216,91.7,P7_C1,EYE_346
P7_C1,EYE_437,80.3,[77.4 - 82.9%],0.023,90.83,P7_C1,EYE_437
P7_C1,FDAARGOS_1055,80.6,[77.7 - 83.3%],0.0226,91.07,P7_C1,FDAARGOS_1055
P7_C1,KPL2825,81,[78.1 - 83.6%],0.0222,91.32,P7_C1,KPL2825
P7_C1,KPL3649,80.6,[77.7 - 83.3%],0.0226,91.07,P7_C1,KPL3649
P7_C1,KPL3804,81.2,[78.3 - 83.8%],0.022,91.46,P7_C1,KPL3804
P7_C1,KPL4035,83.9,[81.1 - 86.3%],0.0189,93.14,P7_C1,KPL4035
P7_C1,KPL4072,84.1,[81.4 - 86.6%],0.0186,93.27,P7_C1,KPL4072
P7_C1,LK1134,79.4,[76.5 - 82.1%],0.024,90.14,P7_C1,LK1134
P7_C1,MSK071,80.5,[77.6 - 83.1%],0.0227,90.98,P7_C1,MSK071
P7_C1,MSK163,81.2,[78.3 - 83.8%],0.0219,91.48,P7_C1,MSK163
P7_C1,MSK185,79.2,[76.3 - 81.9%],0.0243,89.97,P7_C1,MSK185
P7_C1,MSK194,81.3,[78.4 - 83.8%],0.0219,91.51,P7_C1,MSK194
P7_C1,P5_C4,83.5,[80.7 - 86%],0.0193,92.95,P7_C1,P5_C4
P7_C1,P7_C1,100,[100 - NaN%],0,98.3,P7_C1,P7_C1
P7_C1,P7_F1,100,[99.9 - 100%],1e-4,98.28,P7_C1,P7_F1
P7_C1,SB,68,[65 - 70.9%],0.0389,74.45,P7_C1,SB
P7_C1,YSMAA1_1_C6,80.6,[77.7 - 83.2%],0.0227,91.03,P7_C1,YSMAA1_1_C6
P7_C1,YSMAA1_2_B7,81.8,[78.9 - 84.4%],0.0212,91.88,P7_C1,YSMAA1_2_B7
P7_C1,YSMAA1_2_G9,80.9,[77.9 - 83.5%],0.0224,91.22,P7_C1,YSMAA1_2_G9
P7_C1,YSMAA3_1_H1,81.6,[78.7 - 84.2%],0.0215,91.73,P7_C1,YSMAA3_1_H1
P7_C1,YSMAA5_1_D11,81.2,[78.3 - 83.8%],0.0219,91.49,P7_C1,YSMAA5_1_D11
P7_F1,CT01,79.2,[76.2 - 81.9%],0.0243,89.93,P7_F1,CT01
P7_F1,CTNIH2,84.4,[81.6 - 86.8%],0.0183,93.4,P7_F1,CTNIH2
P7_F1,CTNIH6,80.7,[77.8 - 83.3%],0.0225,91.14,P7_F1,CTNIH6
P7_F1,CTNIH14,81.1,[78.2 - 83.7%],0.0221,91.38,P7_F1,CTNIH14
P7_F1,CTNIH24,84.3,[81.6 - 86.7%],0.0184,93.38,P7_F1,CTNIH24
P7_F1,CTNIH27,80.6,[77.7 - 83.2%],0.0227,91.02,P7_F1,CTNIH27
P7_F1,EYE_346,81.6,[78.7 - 84.1%],0.0215,91.72,P7_F1,EYE_346
P7_F1,EYE_437,80.3,[77.4 - 82.9%],0.023,90.83,P7_F1,EYE_437
P7_F1,FDAARGOS_1055,80.7,[77.8 - 83.3%],0.0226,91.08,P7_F1,FDAARGOS_1055
P7_F1,KPL2825,81,[78.1 - 83.6%],0.0222,91.34,P7_F1,KPL2825
P7_F1,KPL3649,80.7,[77.8 - 83.3%],0.0226,91.08,P7_F1,KPL3649
P7_F1,KPL3804,81.2,[78.3 - 83.8%],0.0219,91.47,P7_F1,KPL3804
P7_F1,KPL4035,83.8,[81 - 86.3%],0.0189,93.1,P7_F1,KPL4035
P7_F1,KPL4072,84.1,[81.3 - 86.5%],0.0187,93.24,P7_F1,KPL4072
P7_F1,LK1134,79.4,[76.5 - 82.1%],0.024,90.12,P7_F1,LK1134
P7_F1,MSK071,80.5,[77.6 - 83.1%],0.0228,90.96,P7_F1,MSK071
P7_F1,MSK163,81.2,[78.3 - 83.8%],0.0219,91.49,P7_F1,MSK163
P7_F1,MSK185,79.3,[76.3 - 81.9%],0.0242,90,P7_F1,MSK185
P7_F1,MSK194,81.3,[78.4 - 83.9%],0.0218,91.53,P7_F1,MSK194
P7_F1,P5_C4,83.5,[80.7 - 86%],0.0193,92.93,P7_F1,P5_C4
P7_F1,P7_C1,100,[99.9 - 100%],1e-4,98.28,P7_F1,P7_C1
P7_F1,P7_F1,100,[100 - NaN%],0,98.3,P7_F1,P7_F1
P7_F1,SB,68,[65 - 70.8%],0.0389,74.4,P7_F1,SB
P7_F1,YSMAA1_1_C6,80.6,[77.7 - 83.2%],0.0226,91.05,P7_F1,YSMAA1_1_C6
P7_F1,YSMAA1_2_B7,81.8,[78.9 - 84.4%],0.0213,91.87,P7_F1,YSMAA1_2_B7
P7_F1,YSMAA1_2_G9,80.8,[77.9 - 83.4%],0.0225,91.16,P7_F1,YSMAA1_2_G9
P7_F1,YSMAA3_1_H1,81.6,[78.8 - 84.2%],0.0214,91.76,P7_F1,YSMAA3_1_H1
P7_F1,YSMAA5_1_D11,81.3,[78.4 - 83.9%],0.0218,91.53,P7_F1,YSMAA5_1_D11
SB,CT01,67.3,[64.3 - 70.1%],0.04,72.83,SB,CT01
SB,CTNIH2,67.9,[64.9 - 70.7%],0.0391,74.12,SB,CTNIH2
SB,CTNIH6,66.6,[63.7 - 69.5%],0.0409,71.39,SB,CTNIH6
SB,CTNIH14,67.3,[64.3 - 70.1%],0.04,72.8,SB,CTNIH14
SB,CTNIH24,67.9,[64.9 - 70.7%],0.0391,74.2,SB,CTNIH24
SB,CTNIH27,66.7,[63.7 - 69.5%],0.0409,71.41,SB,CTNIH27
SB,EYE_346,67.1,[64.1 - 69.9%],0.0403,72.36,SB,EYE_346
SB,EYE_437,68.1,[65.2 - 71%],0.0387,74.69,SB,EYE_437
SB,FDAARGOS_1055,66.9,[64 - 69.8%],0.0405,72.06,SB,FDAARGOS_1055
SB,KPL2825,67.1,[64.1 - 69.9%],0.0403,72.36,SB,KPL2825
SB,KPL3649,66.7,[63.7 - 69.5%],0.0409,71.47,SB,KPL3649
SB,KPL3804,67.1,[64.1 - 70%],0.0402,72.45,SB,KPL3804
SB,KPL4035,66.9,[64 - 69.8%],0.0405,72.05,SB,KPL4035
SB,KPL4072,68.2,[65.2 - 71%],0.0387,74.78,SB,KPL4072
SB,LK1134,67.4,[64.4 - 70.2%],0.0399,73.01,SB,LK1134
SB,MSK071,66.7,[63.7 - 69.5%],0.0409,71.42,SB,MSK071
SB,MSK163,67.1,[64.2 - 70%],0.0402,72.49,SB,MSK163
SB,MSK185,67.1,[64.1 - 69.9%],0.0403,72.36,SB,MSK185
SB,MSK194,67.1,[64.1 - 69.9%],0.0403,72.34,SB,MSK194
SB,P5_C4,66.8,[63.8 - 69.6%],0.0407,71.68,SB,P5_C4
SB,P7_C1,68,[65 - 70.9%],0.0389,74.45,SB,P7_C1
SB,P7_F1,68,[65 - 70.8%],0.0389,74.4,SB,P7_F1
SB,SB,100,[100 - NaN%],0,98.3,SB,SB
SB,YSMAA1_1_C6,67.3,[64.3 - 70.1%],0.04,72.85,SB,YSMAA1_1_C6
SB,YSMAA1_2_B7,67.9,[64.9 - 70.7%],0.0391,74.17,SB,YSMAA1_2_B7
SB,YSMAA1_2_G9,67.7,[64.7 - 70.5%],0.0394,73.76,SB,YSMAA1_2_G9
SB,YSMAA3_1_H1,67.9,[64.9 - 70.7%],0.0392,74.08,SB,YSMAA3_1_H1
SB,YSMAA5_1_D11,67.2,[64.2 - 70%],0.0402,72.58,SB,YSMAA5_1_D11
YSMAA1_1_C6,CT01,85.7,[83 - 88%],0.0168,94.08,YSMAA1_1_C6,CT01
YSMAA1_1_C6,CTNIH2,78.9,[76 - 81.6%],0.0246,89.74,YSMAA1_1_C6,CTNIH2
YSMAA1_1_C6,CTNIH6,82.9,[80.1 - 85.4%],0.0199,92.59,YSMAA1_1_C6,CTNIH6
YSMAA1_1_C6,CTNIH14,84.4,[81.7 - 86.8%],0.0183,93.43,YSMAA1_1_C6,CTNIH14
YSMAA1_1_C6,CTNIH24,78.9,[75.9 - 81.6%],0.0247,89.69,YSMAA1_1_C6,CTNIH24
YSMAA1_1_C6,CTNIH27,83,[80.1 - 85.5%],0.0199,92.6,YSMAA1_1_C6,CTNIH27
YSMAA1_1_C6,EYE_346,80.9,[78 - 83.5%],0.0223,91.23,YSMAA1_1_C6,EYE_346
YSMAA1_1_C6,EYE_437,85.7,[83 - 88%],0.0168,94.08,YSMAA1_1_C6,EYE_437
YSMAA1_1_C6,FDAARGOS_1055,85.8,[83.2 - 88.1%],0.0167,94.13,YSMAA1_1_C6,FDAARGOS_1055
YSMAA1_1_C6,KPL2825,87,[84.5 - 89.2%],0.0154,94.68,YSMAA1_1_C6,KPL2825
YSMAA1_1_C6,KPL3649,82.6,[79.8 - 85.1%],0.0203,92.39,YSMAA1_1_C6,KPL3649
YSMAA1_1_C6,KPL3804,80.8,[77.9 - 83.4%],0.0224,91.18,YSMAA1_1_C6,KPL3804
YSMAA1_1_C6,KPL4035,76.3,[73.3 - 79%],0.0279,87.18,YSMAA1_1_C6,KPL4035
YSMAA1_1_C6,KPL4072,81,[78.1 - 83.6%],0.0222,91.33,YSMAA1_1_C6,KPL4072
YSMAA1_1_C6,LK1134,84,[81.2 - 86.5%],0.0187,93.21,YSMAA1_1_C6,LK1134
YSMAA1_1_C6,MSK071,82.5,[79.7 - 85%],0.0204,92.34,YSMAA1_1_C6,MSK071
YSMAA1_1_C6,MSK163,80.6,[77.7 - 83.3%],0.0226,91.07,YSMAA1_1_C6,MSK163
YSMAA1_1_C6,MSK185,83.8,[81 - 86.3%],0.0189,93.11,YSMAA1_1_C6,MSK185
YSMAA1_1_C6,MSK194,80.7,[77.8 - 83.4%],0.0225,91.14,YSMAA1_1_C6,MSK194
YSMAA1_1_C6,P5_C4,75.8,[72.8 - 78.6%],0.0285,86.66,YSMAA1_1_C6,P5_C4
YSMAA1_1_C6,P7_C1,80.6,[77.7 - 83.2%],0.0227,91.03,YSMAA1_1_C6,P7_C1
YSMAA1_1_C6,P7_F1,80.6,[77.7 - 83.2%],0.0226,91.05,YSMAA1_1_C6,P7_F1
YSMAA1_1_C6,SB,67.3,[64.3 - 70.1%],0.04,72.85,YSMAA1_1_C6,SB
YSMAA1_1_C6,YSMAA1_1_C6,100,[100 - NaN%],0,98.3,YSMAA1_1_C6,YSMAA1_1_C6
YSMAA1_1_C6,YSMAA1_2_B7,85.2,[82.5 - 87.6%],0.0174,93.85,YSMAA1_1_C6,YSMAA1_2_B7
YSMAA1_1_C6,YSMAA1_2_G9,82,[79.1 - 84.6%],0.021,92.02,YSMAA1_1_C6,YSMAA1_2_G9
YSMAA1_1_C6,YSMAA3_1_H1,81.6,[78.7 - 84.2%],0.0215,91.76,YSMAA1_1_C6,YSMAA3_1_H1
YSMAA1_1_C6,YSMAA5_1_D11,80.5,[77.5 - 83.1%],0.0228,90.93,YSMAA1_1_C6,YSMAA5_1_D11
YSMAA1_2_B7,CT01,84.6,[81.9 - 87%],0.0181,93.53,YSMAA1_2_B7,CT01
YSMAA1_2_B7,CTNIH2,80.5,[77.5 - 83.1%],0.0228,90.93,YSMAA1_2_B7,CTNIH2
YSMAA1_2_B7,CTNIH6,84.6,[81.8 - 87%],0.0181,93.52,YSMAA1_2_B7,CTNIH6
YSMAA1_2_B7,CTNIH14,85.6,[82.9 - 87.9%],0.017,94.01,YSMAA1_2_B7,CTNIH14
YSMAA1_2_B7,CTNIH24,80.4,[77.5 - 83%],0.0229,90.89,YSMAA1_2_B7,CTNIH24
YSMAA1_2_B7,CTNIH27,84.5,[81.8 - 86.9%],0.0181,93.5,YSMAA1_2_B7,CTNIH27
YSMAA1_2_B7,EYE_346,86.6,[84 - 88.9%],0.0158,94.5,YSMAA1_2_B7,EYE_346
YSMAA1_2_B7,EYE_437,83.2,[80.4 - 85.7%],0.0197,92.75,YSMAA1_2_B7,EYE_437
YSMAA1_2_B7,FDAARGOS_1055,88.4,[85.9 - 90.5%],0.0139,95.21,YSMAA1_2_B7,FDAARGOS_1055
YSMAA1_2_B7,KPL2825,88.3,[85.8 - 90.4%],0.014,95.17,YSMAA1_2_B7,KPL2825
YSMAA1_2_B7,KPL3649,84.7,[81.9 - 87.1%],0.018,93.56,YSMAA1_2_B7,KPL3649
YSMAA1_2_B7,KPL3804,86.6,[84 - 88.9%],0.0158,94.49,YSMAA1_2_B7,KPL3804
YSMAA1_2_B7,KPL4035,78.9,[75.9 - 81.6%],0.0247,89.67,YSMAA1_2_B7,KPL4035
YSMAA1_2_B7,KPL4072,82.7,[79.9 - 85.2%],0.0202,92.46,YSMAA1_2_B7,KPL4072
YSMAA1_2_B7,LK1134,85,[82.2 - 87.3%],0.0177,93.71,YSMAA1_2_B7,LK1134
YSMAA1_2_B7,MSK071,84.7,[82 - 87.1%],0.018,93.57,YSMAA1_2_B7,MSK071
YSMAA1_2_B7,MSK163,86.7,[84 - 88.9%],0.0158,94.51,YSMAA1_2_B7,MSK163
YSMAA1_2_B7,MSK185,82.9,[80.1 - 85.4%],0.02,92.58,YSMAA1_2_B7,MSK185
YSMAA1_2_B7,MSK194,86.6,[84 - 88.8%],0.0159,94.48,YSMAA1_2_B7,MSK194
YSMAA1_2_B7,P5_C4,78.4,[75.4 - 81.1%],0.0253,89.24,YSMAA1_2_B7,P5_C4
YSMAA1_2_B7,P7_C1,81.8,[78.9 - 84.4%],0.0212,91.88,YSMAA1_2_B7,P7_C1
YSMAA1_2_B7,P7_F1,81.8,[78.9 - 84.4%],0.0213,91.87,YSMAA1_2_B7,P7_F1
YSMAA1_2_B7,SB,67.9,[64.9 - 70.7%],0.0391,74.17,YSMAA1_2_B7,SB
YSMAA1_2_B7,YSMAA1_1_C6,85.2,[82.5 - 87.6%],0.0174,93.85,YSMAA1_2_B7,YSMAA1_1_C6
YSMAA1_2_B7,YSMAA1_2_B7,100,[100 - NaN%],0,98.3,YSMAA1_2_B7,YSMAA1_2_B7
YSMAA1_2_B7,YSMAA1_2_G9,83.4,[80.6 - 85.9%],0.0194,92.89,YSMAA1_2_B7,YSMAA1_2_G9
YSMAA1_2_B7,YSMAA3_1_H1,86.4,[83.7 - 88.6%],0.0161,94.38,YSMAA1_2_B7,YSMAA3_1_H1
YSMAA1_2_B7,YSMAA5_1_D11,86.8,[84.2 - 89%],0.0157,94.55,YSMAA1_2_B7,YSMAA5_1_D11
YSMAA1_2_G9,CT01,81.3,[78.4 - 83.9%],0.0219,91.52,YSMAA1_2_G9,CT01
YSMAA1_2_G9,CTNIH2,79.6,[76.7 - 82.3%],0.0238,90.31,YSMAA1_2_G9,CTNIH2
YSMAA1_2_G9,CTNIH6,82.4,[79.5 - 84.9%],0.0206,92.25,YSMAA1_2_G9,CTNIH6
YSMAA1_2_G9,CTNIH14,86,[83.3 - 88.3%],0.0165,94.2,YSMAA1_2_G9,CTNIH14
YSMAA1_2_G9,CTNIH24,79.6,[76.7 - 82.3%],0.0238,90.29,YSMAA1_2_G9,CTNIH24
YSMAA1_2_G9,CTNIH27,82.4,[79.5 - 84.9%],0.0206,92.24,YSMAA1_2_G9,CTNIH27
YSMAA1_2_G9,EYE_346,81.4,[78.5 - 84%],0.0217,91.61,YSMAA1_2_G9,EYE_346
YSMAA1_2_G9,EYE_437,80.9,[78 - 83.5%],0.0223,91.24,YSMAA1_2_G9,EYE_437
YSMAA1_2_G9,FDAARGOS_1055,82.5,[79.6 - 85%],0.0205,92.32,YSMAA1_2_G9,FDAARGOS_1055
YSMAA1_2_G9,KPL2825,83.3,[80.5 - 85.8%],0.0196,92.8,YSMAA1_2_G9,KPL2825
YSMAA1_2_G9,KPL3649,80.7,[77.8 - 83.3%],0.0226,91.09,YSMAA1_2_G9,KPL3649
YSMAA1_2_G9,KPL3804,81.5,[78.7 - 84.1%],0.0216,91.7,YSMAA1_2_G9,KPL3804
YSMAA1_2_G9,KPL4035,78.3,[75.3 - 81%],0.0254,89.14,YSMAA1_2_G9,KPL4035
YSMAA1_2_G9,KPL4072,79.8,[76.9 - 82.5%],0.0235,90.46,YSMAA1_2_G9,KPL4072
YSMAA1_2_G9,LK1134,82.4,[79.6 - 84.9%],0.0206,92.26,YSMAA1_2_G9,LK1134
YSMAA1_2_G9,MSK071,80.4,[77.5 - 83.1%],0.0228,90.92,YSMAA1_2_G9,MSK071
YSMAA1_2_G9,MSK163,81.4,[78.5 - 84%],0.0217,91.6,YSMAA1_2_G9,MSK163
YSMAA1_2_G9,MSK185,82.5,[79.6 - 85%],0.0205,92.32,YSMAA1_2_G9,MSK185
YSMAA1_2_G9,MSK194,81.4,[78.5 - 84%],0.0217,91.61,YSMAA1_2_G9,MSK194
YSMAA1_2_G9,P5_C4,77.6,[74.6 - 80.3%],0.0262,88.54,YSMAA1_2_G9,P5_C4
YSMAA1_2_G9,P7_C1,80.9,[77.9 - 83.5%],0.0224,91.22,YSMAA1_2_G9,P7_C1
YSMAA1_2_G9,P7_F1,80.8,[77.9 - 83.4%],0.0225,91.16,YSMAA1_2_G9,P7_F1
YSMAA1_2_G9,SB,67.7,[64.7 - 70.5%],0.0394,73.76,YSMAA1_2_G9,SB
YSMAA1_2_G9,YSMAA1_1_C6,82,[79.1 - 84.6%],0.021,92.02,YSMAA1_2_G9,YSMAA1_1_C6
YSMAA1_2_G9,YSMAA1_2_B7,83.4,[80.6 - 85.9%],0.0194,92.89,YSMAA1_2_G9,YSMAA1_2_B7
YSMAA1_2_G9,YSMAA1_2_G9,100,[100 - NaN%],0,98.3,YSMAA1_2_G9,YSMAA1_2_G9
YSMAA1_2_G9,YSMAA3_1_H1,82.3,[79.4 - 84.8%],0.0207,92.19,YSMAA1_2_G9,YSMAA3_1_H1
YSMAA1_2_G9,YSMAA5_1_D11,81.3,[78.4 - 83.8%],0.0219,91.51,YSMAA1_2_G9,YSMAA5_1_D11
YSMAA3_1_H1,CT01,82.6,[79.7 - 85.1%],0.0204,92.38,YSMAA3_1_H1,CT01
YSMAA3_1_H1,CTNIH2,81.1,[78.2 - 83.7%],0.022,91.42,YSMAA3_1_H1,CTNIH2
YSMAA3_1_H1,CTNIH6,81.5,[78.6 - 84.1%],0.0216,91.69,YSMAA3_1_H1,CTNIH6
YSMAA3_1_H1,CTNIH14,80.8,[77.9 - 83.4%],0.0224,91.2,YSMAA3_1_H1,CTNIH14
YSMAA3_1_H1,CTNIH24,81.1,[78.2 - 83.7%],0.022,91.41,YSMAA3_1_H1,CTNIH24
YSMAA3_1_H1,CTNIH27,81.5,[78.6 - 84.1%],0.0216,91.68,YSMAA3_1_H1,CTNIH27
YSMAA3_1_H1,EYE_346,95.1,[93.5 - 96.3%],0.0065,97.22,YSMAA3_1_H1,EYE_346
YSMAA3_1_H1,EYE_437,81.3,[78.4 - 83.9%],0.0219,91.52,YSMAA3_1_H1,EYE_437
YSMAA3_1_H1,FDAARGOS_1055,83.5,[80.7 - 86%],0.0193,92.92,YSMAA3_1_H1,FDAARGOS_1055
YSMAA3_1_H1,KPL2825,83.2,[80.3 - 85.6%],0.0197,92.73,YSMAA3_1_H1,KPL2825
YSMAA3_1_H1,KPL3649,84.6,[81.8 - 87%],0.0181,93.52,YSMAA3_1_H1,KPL3649
YSMAA3_1_H1,KPL3804,95,[93.4 - 96.2%],0.0066,97.2,YSMAA3_1_H1,KPL3804
YSMAA3_1_H1,KPL4035,79,[76.1 - 81.7%],0.0245,89.79,YSMAA3_1_H1,KPL4035
YSMAA3_1_H1,KPL4072,81.8,[78.9 - 84.3%],0.0213,91.84,YSMAA3_1_H1,KPL4072
YSMAA3_1_H1,LK1134,81.8,[78.9 - 84.4%],0.0213,91.87,YSMAA3_1_H1,LK1134
YSMAA3_1_H1,MSK071,84.3,[81.6 - 86.7%],0.0184,93.37,YSMAA3_1_H1,MSK071
YSMAA3_1_H1,MSK163,94.8,[93.1 - 96%],0.0069,97.15,YSMAA3_1_H1,MSK163
YSMAA3_1_H1,MSK185,81.1,[78.2 - 83.7%],0.0221,91.4,YSMAA3_1_H1,MSK185
YSMAA3_1_H1,MSK194,95.1,[93.5 - 96.3%],0.0065,97.22,YSMAA3_1_H1,MSK194
YSMAA3_1_H1,P5_C4,78.7,[75.8 - 81.4%],0.0249,89.53,YSMAA3_1_H1,P5_C4
YSMAA3_1_H1,P7_C1,81.6,[78.7 - 84.2%],0.0215,91.73,YSMAA3_1_H1,P7_C1
YSMAA3_1_H1,P7_F1,81.6,[78.8 - 84.2%],0.0214,91.76,YSMAA3_1_H1,P7_F1
YSMAA3_1_H1,SB,67.9,[64.9 - 70.7%],0.0392,74.08,YSMAA3_1_H1,SB
YSMAA3_1_H1,YSMAA1_1_C6,81.6,[78.7 - 84.2%],0.0215,91.76,YSMAA3_1_H1,YSMAA1_1_C6
YSMAA3_1_H1,YSMAA1_2_B7,86.4,[83.7 - 88.6%],0.0161,94.38,YSMAA3_1_H1,YSMAA1_2_B7
YSMAA3_1_H1,YSMAA1_2_G9,82.3,[79.4 - 84.8%],0.0207,92.19,YSMAA3_1_H1,YSMAA1_2_G9
YSMAA3_1_H1,YSMAA3_1_H1,100,[100 - NaN%],0,98.3,YSMAA3_1_H1,YSMAA3_1_H1
YSMAA3_1_H1,YSMAA5_1_D11,95.1,[93.5 - 96.3%],0.0066,97.22,YSMAA3_1_H1,YSMAA5_1_D11
YSMAA5_1_D11,CT01,81.6,[78.7 - 84.2%],0.0215,91.76,YSMAA5_1_D11,CT01
YSMAA5_1_D11,CTNIH2,80.2,[77.3 - 82.9%],0.0231,90.77,YSMAA5_1_D11,CTNIH2
YSMAA5_1_D11,CTNIH6,80.7,[77.7 - 83.3%],0.0226,91.08,YSMAA5_1_D11,CTNIH6
YSMAA5_1_D11,CTNIH14,81,[78.1 - 83.6%],0.0222,91.34,YSMAA5_1_D11,CTNIH14
YSMAA5_1_D11,CTNIH24,80.2,[77.3 - 82.8%],0.0231,90.75,YSMAA5_1_D11,CTNIH24
YSMAA5_1_D11,CTNIH27,80.6,[77.7 - 83.2%],0.0226,91.04,YSMAA5_1_D11,CTNIH27
YSMAA5_1_D11,EYE_346,99.6,[99.4 - 99.8%],8e-4,98.2,YSMAA5_1_D11,EYE_346
YSMAA5_1_D11,EYE_437,81,[78.1 - 83.6%],0.0221,91.35,YSMAA5_1_D11,EYE_437
YSMAA5_1_D11,FDAARGOS_1055,83.3,[80.5 - 85.8%],0.0196,92.8,YSMAA5_1_D11,FDAARGOS_1055
YSMAA5_1_D11,KPL2825,84,[81.2 - 86.4%],0.0188,93.19,YSMAA5_1_D11,KPL2825
YSMAA5_1_D11,KPL3649,85.8,[83.2 - 88.1%],0.0167,94.13,YSMAA5_1_D11,KPL3649
YSMAA5_1_D11,KPL3804,99.6,[99.4 - 99.8%],8e-4,98.2,YSMAA5_1_D11,KPL3804
YSMAA5_1_D11,KPL4035,78.6,[75.6 - 81.2%],0.0251,89.39,YSMAA5_1_D11,KPL4035
YSMAA5_1_D11,KPL4072,81.3,[78.4 - 83.9%],0.0219,91.52,YSMAA5_1_D11,KPL4072
YSMAA5_1_D11,LK1134,80.4,[77.5 - 83%],0.0229,90.9,YSMAA5_1_D11,LK1134
YSMAA5_1_D11,MSK071,85.7,[83.1 - 88.1%],0.0168,94.09,YSMAA5_1_D11,MSK071
YSMAA5_1_D11,MSK163,99.6,[99.3 - 99.8%],8e-4,98.19,YSMAA5_1_D11,MSK163
YSMAA5_1_D11,MSK185,79.7,[76.8 - 82.4%],0.0237,90.36,YSMAA5_1_D11,MSK185
YSMAA5_1_D11,MSK194,99.6,[99.4 - 99.8%],8e-4,98.2,YSMAA5_1_D11,MSK194
YSMAA5_1_D11,P5_C4,78.1,[75.1 - 80.8%],0.0256,88.97,YSMAA5_1_D11,P5_C4
YSMAA5_1_D11,P7_C1,81.2,[78.3 - 83.8%],0.0219,91.49,YSMAA5_1_D11,P7_C1
YSMAA5_1_D11,P7_F1,81.3,[78.4 - 83.9%],0.0218,91.53,YSMAA5_1_D11,P7_F1
YSMAA5_1_D11,SB,67.2,[64.2 - 70%],0.0402,72.58,YSMAA5_1_D11,SB
YSMAA5_1_D11,YSMAA1_1_C6,80.5,[77.5 - 83.1%],0.0228,90.93,YSMAA5_1_D11,YSMAA1_1_C6
YSMAA5_1_D11,YSMAA1_2_B7,86.8,[84.2 - 89%],0.0157,94.55,YSMAA5_1_D11,YSMAA1_2_B7
YSMAA5_1_D11,YSMAA1_2_G9,81.3,[78.4 - 83.8%],0.0219,91.51,YSMAA5_1_D11,YSMAA1_2_G9
YSMAA5_1_D11,YSMAA3_1_H1,95.1,[93.5 - 96.3%],0.0066,97.22,YSMAA5_1_D11,YSMAA3_1_H1
YSMAA5_1_D11,YSMAA5_1_D11,100,[100 - NaN%],0,98.3,YSMAA5_1_D11,YSMAA5_1_D11
