Genome1,Genome2,DDH,CI,Distance,Prob_DDH_70,styled_Genome1,styled_Genome2
Cke_FDAARGOS_1055,Cha_CTNIH23,32.8,[30.4 - 35.3%],0.1281,0.31,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cke_FDAARGOS_1055,Cke_CTNIH24,80.1,[77.1 - 82.7%],0.0233,90.65,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#8200E7;'>Cna</span> CTNIH24
Cke_FDAARGOS_1055,Cke_CTNIH27,85.3,[82.6 - 87.7%],0.0173,93.88,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#8200E7;'>Cna</span> CTNIH27
Cke_FDAARGOS_1055,Cke_EYE_437,83.9,[81.1 - 86.3%],0.0189,93.13,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cke_FDAARGOS_1055,Cke_FDAARGOS_1055,100,[100 - NaN%],0,98.3,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cke_FDAARGOS_1055,Cke_LK1134,86.4,[83.8 - 88.7%],0.016,94.41,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cke_FDAARGOS_1055,Cke_YSMAA5_1_D11,83.3,[80.5 - 85.8%],0.0196,92.8,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cke_FDAARGOS_1055,Cmq_c19Ua_121,35.9,[33.4 - 38.4%],0.1146,0.87,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cke_FDAARGOS_1055,Cmq_KPL4083,36.5,[34 - 39%],0.1121,1.04,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cke_FDAARGOS_1055,Cmq_MSK144,35.6,[33.1 - 38.1%],0.1158,0.79,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#39D9E5;'>Cmq</span> MSK144
Cke_FDAARGOS_1055,Cna_KPL2825,88.1,[85.6 - 90.2%],0.0142,95.09,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#8200E7;'>Cna</span> KPL2825
Cke_FDAARGOS_1055,Cna_KPL3649,84.3,[81.5 - 86.7%],0.0184,93.37,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#8200E7;'>Cna</span> KPL3649
Cke_FDAARGOS_1055,Cna_KPL3804,83.2,[80.4 - 85.7%],0.0197,92.73,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cke_FDAARGOS_1055,Cna_KPL4035,77.7,[74.7 - 80.4%],0.0262,88.58,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#8200E7;'>Cna</span> KPL4035
Cke_FDAARGOS_1055,Cna_KPL4072,82.1,[79.2 - 84.6%],0.021,92.04,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#8200E7;'>Cna</span> KPL4072
Cke_FDAARGOS_1055,Cna_MSK071,84.3,[81.6 - 86.7%],0.0184,93.38,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#8200E7;'>Cna</span> MSK071
Cke_FDAARGOS_1055,Cna_MSK185,83.6,[80.8 - 86.1%],0.0192,92.98,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#8200E7;'>Cna</span> MSK185
Cke_FDAARGOS_1055,Cna_MSK194,83.2,[80.3 - 85.6%],0.0197,92.73,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#8200E7;'>Cna</span> MSK194
Cke_FDAARGOS_1055,Ctu_DSM_44922,36.3,[33.8 - 38.8%],0.113,0.98,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cke_FDAARGOS_1055,Ctu_KPL3807,35.3,[32.9 - 37.8%],0.1169,0.72,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#002BFF;'>Ctu</span> KPL3807
Cke_FDAARGOS_1055,Ctu_MSK207,35.5,[33.1 - 38.1%],0.1159,0.78,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#002BFF;'>Ctu</span> MSK207
Cke_FDAARGOS_1055,Ctu_SK141,36.2,[33.8 - 38.8%],0.1131,0.97,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#002BFF;'>Ctu</span> SK141
Cke_FDAARGOS_1055,Cyo_c21Ua_68,40.6,[38.1 - 43.1%],0.0975,3.14,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cke_FDAARGOS_1055,Cyo_KPL2619,40.4,[37.9 - 43%],0.098,3.02,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cke_FDAARGOS_1055,Cyo_MSK136,40.9,[38.4 - 43.4%],0.0966,3.37,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cke_LK1134,Ccu_c8Ua_181,31.6,[29.2 - 34.2%],0.1335,0.2,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cke_LK1134,Ccu_CTNIH19,31.7,[29.3 - 34.2%],0.1333,0.21,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cke_LK1134,Cha_CTNIH20,32.7,[30.3 - 35.2%],0.1284,0.3,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cke_LK1134,Cha_CTNIH21,32.7,[30.3 - 35.2%],0.1283,0.3,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cke_LK1134,Cha_CTNIH22,33.1,[30.7 - 35.6%],0.1266,0.35,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cke_LK1134,Cha_CTNIH23,32.6,[30.2 - 35.2%],0.1287,0.29,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cke_LK1134,Cke_CTNIH24,77.9,[75 - 80.6%],0.0258,88.84,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#8200E7;'>Cna</span> CTNIH24
Cke_LK1134,Cke_CTNIH27,81.9,[79 - 84.4%],0.0212,91.93,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#8200E7;'>Cna</span> CTNIH27
Cke_LK1134,Cke_EYE_437,84.9,[82.1 - 87.2%],0.0178,93.65,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cke_LK1134,Cke_FDAARGOS_1055,86.4,[83.8 - 88.7%],0.016,94.41,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cke_LK1134,Cke_LK1134,100,[100 - NaN%],0,98.3,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cke_LK1134,Cke_YSMAA5_1_D11,80.4,[77.5 - 83%],0.0229,90.9,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cke_LK1134,Cmq_c19Ua_121,36,[33.6 - 38.5%],0.114,0.9,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cke_LK1134,Cmq_KPL4083,36.6,[34.1 - 39.1%],0.1119,1.06,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cke_LK1134,Cmq_MSK144,36,[33.5 - 38.5%],0.1142,0.89,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#39D9E5;'>Cmq</span> MSK144
Cke_LK1134,Cna_KPL2825,84.9,[82.2 - 87.3%],0.0177,93.67,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#8200E7;'>Cna</span> KPL2825
Cke_LK1134,Cna_KPL3649,81.7,[78.9 - 84.3%],0.0213,91.83,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#8200E7;'>Cna</span> KPL3649
Cke_LK1134,Cna_KPL3804,80.7,[77.8 - 83.3%],0.0225,91.14,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cke_LK1134,Cna_KPL4035,76.5,[73.5 - 79.3%],0.0276,87.46,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#8200E7;'>Cna</span> KPL4035
Cke_LK1134,Cna_KPL4072,79.1,[76.2 - 81.8%],0.0244,89.88,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#8200E7;'>Cna</span> KPL4072
Cke_LK1134,Cna_MSK071,81.5,[78.6 - 84.1%],0.0216,91.69,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#8200E7;'>Cna</span> MSK071
Cke_LK1134,Cna_MSK185,83.7,[80.9 - 86.1%],0.0191,93.03,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#8200E7;'>Cna</span> MSK185
Cke_LK1134,Cna_MSK194,80.7,[77.8 - 83.3%],0.0225,91.11,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#8200E7;'>Cna</span> MSK194
Cke_LK1134,Ctu_DSM_44922,36.4,[33.9 - 38.9%],0.1126,1.01,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cke_LK1134,Ctu_KPL3807,35.4,[33 - 38%],0.1164,0.76,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#002BFF;'>Ctu</span> KPL3807
Cke_LK1134,Ctu_MSK207,35.8,[33.3 - 38.3%],0.115,0.84,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#002BFF;'>Ctu</span> MSK207
Cke_LK1134,Ctu_SK141,36.4,[34 - 38.9%],0.1125,1.01,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#002BFF;'>Ctu</span> SK141
Cke_LK1134,Cyo_c21Ua_68,40.1,[37.6 - 42.6%],0.0992,2.77,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cke_LK1134,Cyo_KPL2619,40,[37.5 - 42.5%],0.0996,2.69,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cke_LK1134,Cyo_MSK136,40,[37.5 - 42.6%],0.0993,2.73,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cmq_c19Ua_121,Ccu_c8Ua_181,34.6,[32.2 - 37.1%],0.1198,0.58,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>","<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cmq_c19Ua_121,Ccu_CTNIH19,34.4,[32 - 37%],0.1205,0.55,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cmq_c19Ua_121,Cha_CTNIH20,37.7,[35.3 - 40.3%],0.1074,1.49,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cmq_c19Ua_121,Cha_CTNIH21,38,[35.6 - 40.6%],0.1063,1.63,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cmq_c19Ua_121,Cha_CTNIH22,37.8,[35.3 - 40.3%],0.1071,1.52,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>","<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cmq_c19Ua_121,Cha_CTNIH23,38.6,[36.1 - 41.1%],0.1043,1.89,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cmq_c19Ua_121,Cke_CTNIH24,35.7,[33.2 - 38.2%],0.1154,0.81,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> CTNIH24
Cmq_c19Ua_121,Cke_CTNIH27,35.7,[33.3 - 38.2%],0.1152,0.83,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> CTNIH27
Cmq_c19Ua_121,Cke_EYE_437,36.1,[33.6 - 38.6%],0.1138,0.92,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cmq_c19Ua_121,Cke_FDAARGOS_1055,35.9,[33.4 - 38.4%],0.1146,0.87,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cmq_c19Ua_121,Cke_LK1134,36,[33.6 - 38.5%],0.114,0.9,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cmq_c19Ua_121,Cke_YSMAA5_1_D11,35.7,[33.3 - 38.2%],0.1152,0.83,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cmq_c19Ua_121,Cmq_c19Ua_121,100,[100 - NaN%],0,98.3,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>","<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cmq_c19Ua_121,Cmq_KPL4083,68.5,[65.5 - 71.3%],0.0383,75.38,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cmq_c19Ua_121,Cmq_MSK144,72.6,[69.6 - 75.5%],0.0325,82.63,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#39D9E5;'>Cmq</span> MSK144
Cmq_c19Ua_121,Cna_KPL2825,35.8,[33.4 - 38.3%],0.1149,0.84,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL2825
Cmq_c19Ua_121,Cna_KPL3649,35.7,[33.3 - 38.2%],0.1153,0.82,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL3649
Cmq_c19Ua_121,Cna_KPL3804,35.7,[33.3 - 38.2%],0.1153,0.82,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>","<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cmq_c19Ua_121,Cna_KPL4035,36,[33.6 - 38.6%],0.1139,0.91,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL4035
Cmq_c19Ua_121,Cna_KPL4072,35.6,[33.2 - 38.1%],0.1157,0.79,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL4072
Cmq_c19Ua_121,Cna_MSK071,35.7,[33.2 - 38.2%],0.1154,0.81,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> MSK071
Cmq_c19Ua_121,Cna_MSK185,35.9,[33.5 - 38.4%],0.1145,0.87,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> MSK185
Cmq_c19Ua_121,Cna_MSK194,35.7,[33.2 - 38.2%],0.1154,0.81,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> MSK194
Cmq_c19Ua_121,Ctu_DSM_44922,55.6,[52.8 - 58.3%],0.0598,36.95,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>","<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cmq_c19Ua_121,Ctu_KPL3807,55.4,[52.7 - 58.2%],0.06,36.54,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#002BFF;'>Ctu</span> KPL3807
Cmq_c19Ua_121,Ctu_MSK207,55.8,[53 - 58.5%],0.0594,37.71,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#002BFF;'>Ctu</span> MSK207
Cmq_c19Ua_121,Ctu_SK141,55.3,[52.5 - 58%],0.0603,35.97,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#002BFF;'>Ctu</span> SK141
Cmq_c19Ua_121,Cyo_c21Ua_68,35.9,[33.4 - 38.4%],0.1145,0.87,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>","<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cmq_c19Ua_121,Cyo_KPL2619,36,[33.6 - 38.5%],0.114,0.91,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cmq_c19Ua_121,Cyo_MSK136,35.9,[33.5 - 38.4%],0.1144,0.88,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cmq_KPL4083,Ccu_c8Ua_181,34.4,[31.9 - 36.9%],0.1209,0.53,<span style='color:#39D9E5;'>Cmq</span> KPL4083,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cmq_KPL4083,Ccu_CTNIH19,34.4,[32 - 36.9%],0.1208,0.54,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cmq_KPL4083,Cha_CTNIH20,38.1,[35.6 - 40.6%],0.1061,1.64,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cmq_KPL4083,Cha_CTNIH21,38.3,[35.8 - 40.8%],0.1055,1.72,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cmq_KPL4083,Cha_CTNIH22,38.3,[35.8 - 40.8%],0.1054,1.73,<span style='color:#39D9E5;'>Cmq</span> KPL4083,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cmq_KPL4083,Cha_CTNIH23,38.6,[36.1 - 41.1%],0.1044,1.87,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cmq_KPL4083,Cke_CTNIH24,36.1,[33.7 - 38.7%],0.1135,0.94,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#8200E7;'>Cna</span> CTNIH24
Cmq_KPL4083,Cke_CTNIH27,36.1,[33.6 - 38.6%],0.1137,0.92,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#8200E7;'>Cna</span> CTNIH27
Cmq_KPL4083,Cke_EYE_437,36.6,[34.1 - 39.1%],0.1118,1.07,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cmq_KPL4083,Cke_FDAARGOS_1055,36.5,[34 - 39%],0.1121,1.04,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cmq_KPL4083,Cke_LK1134,36.6,[34.1 - 39.1%],0.1119,1.06,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cmq_KPL4083,Cke_YSMAA5_1_D11,36.4,[33.9 - 38.9%],0.1126,1.01,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cmq_KPL4083,Cmq_c19Ua_121,68.5,[65.5 - 71.3%],0.0383,75.38,<span style='color:#39D9E5;'>Cmq</span> KPL4083,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cmq_KPL4083,Cmq_KPL4083,100,[100 - NaN%],0,98.3,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cmq_KPL4083,Cmq_MSK144,71.7,[68.7 - 74.5%],0.0338,81.15,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#39D9E5;'>Cmq</span> MSK144
Cmq_KPL4083,Cna_KPL2825,36.3,[33.9 - 38.9%],0.1127,1,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#8200E7;'>Cna</span> KPL2825
Cmq_KPL4083,Cna_KPL3649,36.5,[34.1 - 39%],0.1121,1.04,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#8200E7;'>Cna</span> KPL3649
Cmq_KPL4083,Cna_KPL3804,36.3,[33.9 - 38.9%],0.1127,0.99,<span style='color:#39D9E5;'>Cmq</span> KPL4083,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cmq_KPL4083,Cna_KPL4035,36.6,[34.1 - 39.1%],0.1117,1.07,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#8200E7;'>Cna</span> KPL4035
Cmq_KPL4083,Cna_KPL4072,36.3,[33.8 - 38.8%],0.113,0.98,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#8200E7;'>Cna</span> KPL4072
Cmq_KPL4083,Cna_MSK071,36.5,[34 - 39%],0.1121,1.04,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#8200E7;'>Cna</span> MSK071
Cmq_KPL4083,Cna_MSK185,36.6,[34.1 - 39.1%],0.1118,1.07,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#8200E7;'>Cna</span> MSK185
Cmq_KPL4083,Cna_MSK194,36.3,[33.8 - 38.8%],0.113,0.98,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#8200E7;'>Cna</span> MSK194
Cmq_KPL4083,Ctu_DSM_44922,53.7,[51 - 56.4%],0.0634,30.69,<span style='color:#39D9E5;'>Cmq</span> KPL4083,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cmq_KPL4083,Ctu_KPL3807,53.1,[50.4 - 55.8%],0.0648,28.54,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#002BFF;'>Ctu</span> KPL3807
Cmq_KPL4083,Ctu_MSK207,53.1,[50.4 - 55.8%],0.0647,28.64,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#002BFF;'>Ctu</span> MSK207
Cmq_KPL4083,Ctu_SK141,53.1,[50.4 - 55.8%],0.0647,28.64,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#002BFF;'>Ctu</span> SK141
Cmq_KPL4083,Cyo_c21Ua_68,35.8,[33.4 - 38.3%],0.1148,0.85,<span style='color:#39D9E5;'>Cmq</span> KPL4083,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cmq_KPL4083,Cyo_KPL2619,36,[33.6 - 38.5%],0.114,0.9,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cmq_KPL4083,Cyo_MSK136,35.8,[33.4 - 38.4%],0.1147,0.86,<span style='color:#39D9E5;'>Cmq</span> KPL4083,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cmq_MSK144,Ccu_c8Ua_181,34.7,[32.2 - 37.2%],0.1195,0.59,<span style='color:#39D9E5;'>Cmq</span> MSK144,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cmq_MSK144,Ccu_CTNIH19,34.7,[32.2 - 37.2%],0.1196,0.59,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
